873/2019; 23/10/2019; 29/11/2019; Vereador;»»ROBERTO CARLOS N. DOS SANTOS;Aprovada;INDICANDO-LHE:Que; seja; executada a pavimentação asfáltica na rua Gaspar de Lemos, entre as ruas Mario Tomasi e Rua John F. Kennedy,no Bairro Passo dos Fortes em Chapecó. Por se tratar de uma solicitação dos moradores, haja vista que este trecho é oúnico sem pavimentação asfáltica.
874/2019; 23/10/2019; 24/10/2019; Vereador;»»ROBERTO CARLOS N. DOS SANTOS;Aprovada;INDICANDO-LHE:Que; seja; executada a pavimentação asfáltica na rua Equador, entre as ruas Lisboa e Rua Francisco Alves, no Bairro Passodos Fortes em Chapecó. Por se tratar de uma solicitação dos moradores, haja vista que este trecho é o único sempavimentação asfáltica.
875/2019; 23/10/2019; 24/10/2019; Vereador;»»ROBERTO CARLOS N. DOS SANTOS;Aprovada;INDICANDO-LHE:Que; seja; executada a pavimentação asfáltica na rua Othon Gama D’eça, entre as ruas Nereu Ramos e Rua Berlim, noBairro Passo dos Fortes em Chapecó. Por se tratar de uma solicitação dos moradores, haja vista que este trecho é o únicosem pavimentação asfáltica.
876/2019; 23/10/2019; 24/10/2019; Vereador;»»ROBERTO CARLOS N. DOS SANTOS;Aprovada;INDICANDO-LHE:Que; seja; executada a pavimentação asfáltica na Rua Pouso Redondo, entre as Ruas Urussanga e Rua Pomerode, no BairroCristo Rei em Chapecó. Por se tratar de uma solicitação dos moradores, haja vista que este trecho é o único sempavimentação asfáltica.
877/2019; 23/10/2019; 24/10/2019; Vereador;»»ROBERTO CARLOS N. DOS SANTOS;Aprovada;INDICANDO-LHE:Que; seja; executada a pavimentação asfáltica na Rua Equador, entre as Ruas Berlin e Rua Madrid, no Bairro Passo dosFortes em Chapecó. Por se tratar de uma solicitação dos moradores, haja vista que este trecho é o único sem pavimentaçãoasfáltica.
878/2019; 23/10/2019; 24/10/2019; Vereador;»»CLEBER CECCON;Aprovada;14/01/2020; as; 15:21:33 Página 528/547Câmara Municipal de ChapecóProposição por Período (entre 01/01/2017 e 31/12/2019)Tipo: IndicaçãoNúmero Reunião Deliberação Origem SituaçãoINDICANDO-LHE:Que seja realizada pela Secretaria de Infraestrutura Urbana com urgência, patrolamento e cascalhamento, em toda aextensão da Servidão, próxima a Rua Uruguai, esquina com a rua João Aurélio Turatti, no Bairro Bom Pastor. Esse é umpedido dos moradores e lideranças da comunidade. A ação é necessária, devido as péssimas condições que a rua seencontra, prejudicando o tráfego no local.
879/2019; 23/10/2019; 24/10/2019; Vereador;»»DELVINO DALL ROSA;Aprovada;INDICANDO-LHE:Para; que; seja realizado patrolamento, cascalhamento e reparos nas estradas do interior, especificamente nas Linhas:DISTRITO DE MARECHAL BORMANN, RODEIO DE ERVAL, CHALANA, NUCLEO HORTIFRUTI GRANJEIRO,NOVA AURORA, SERRARIA REATO, BOM RETIRO, LINHA SERRINHA, LINHA ALMEIDA, LINHACACHOEIRA E GOIO-ÊN.As melhorias se fazem necessárias, visto que as condições das estradas são ruins e a população reivindica tais benefícios osquais são um compromisso do Executivo com o nosso interior.
880/2019; 24/10/2019; 25/11/2019; Vereador;»»ADÃO VALCIR TEODORO;Aprovada;INDICANDO-LHE:Que; seja; realizado um estudo para implantação de uma faixa de pedestre em frente ao Portão 2 (dois) do Parque da Efapi.Neste local, diariamente os idosos se deslocam até a Cidade do Idoso, que fica dentro do Parque Efapi, e precisam fazer atravessia da rua. Assim, com a faixa de pedestres haverá uma segurança maior aos idosos para atravessar a rua emsegurança.
881/2019; 24/10/2019; 04/11/2019; Vereador;»»JOÃO LUIS SIQUEIRA;Aprovada;INDICANDO-LHE:Solicito; que; seja feito um estudo de viabilidade para implantação de uma lombada física na Rua Nilo Peçanha, 1468Desquina com Gerônimo Francisco Coelho Bairro Bela Vista. A falta da mesma esta causando incomodo e insegurança atodos que por ali residem e circulam, pois motoristas passam em alta velocidade não respeitando os limites de velocidade eassim causando acidentes.
882/2019; 24/10/2019; 04/11/2019; Vereador;»»CLEBER CECCON;Aprovada;INDICANDO-LHE:Que; seja; realizada pela Secretaria de Infraestrutura Urbana, a limpeza de terreno baldio, na quadra 443 Lote 09 e 10,localizado na Rua Thucydides Paim Butuhy, no Bairro Santo Antônio. Terreno que fica ao lado da residência nº 652 E.Este é um pedido dos moradores da rua, pois o mesmo encontra-se com grande quantidade de galhos e entulhos, lixodepositados sobre, causando transtorno aos moradores próximos. Fotos em anexo.
883/2019; 24/10/2019; 04/11/2019; Vereador;»»JATIR JOSE BALBINOT;Aprovada;INDICANDO-LHE:Para; que; através da Secretaria de Infraestrutura Urbana, seja realizada a pavimentação asfáltica na Rua Sabiá, BairroEfapi, a rua se encontra pavimentada com paralelepípedos, porém, devido as intempéries climáticas concomitante comveículos que ali trafegam se originaram muitos buracos na estrada, ficando difícil até para andar a pé. Pelas razõesexpostas a solicitação se faz necessária.Solicito o apoio dos Nobres vereadores para aprovação da presente indicação.
884/2019; 24/10/2019; 04/11/2019; Vereador;»»CLEBER CECCON;Aprovada;14/01/2020; as; 15:21:33 Página 529/547Câmara Municipal de ChapecóProposição por Período (entre 01/01/2017 e 31/12/2019)Tipo: IndicaçãoNúmero Reunião Deliberação Origem SituaçãoINDICANDO-LHE:Que seja realizada pela Secretaria de Infraestrutura Urbana, patrolamento e cascalhamento urgente da rua GuerinoNadaletti no Bairro Santo Antônio. Este é um pedido dos moradores, lideranças comunitárias, devido às péssimascondições em que a rua se encontra, tomada por buracos que dificultam o trafego de veículos, motocicletas, caminhões edos pedestres.
885/2019; 24/10/2019; 04/11/2019; Vereador;»»ITAMAR ANTONIO AGNOLETTO;Aprovada;INDICANDO-LHE:Que; através; da secretaria competente, seja realizado pintura de faixa de pedestre, na Rua Marechal Floriano Peixotoesquina com Rua Oswaldo Aranha, no Bairro Maria Goretti. O fluxo de pessoas neste trecho é intenso e os moradoresfazem esta solicitação devido a velocidade dos veículos que utilizam esta via.
886/2019; 24/10/2019; 04/11/2019; Vereador;»»ITAMAR ANTONIO AGNOLETTO;Aprovada;INDICANDO-LHE:Que; através; da secretaria competente, seja realizado pintura de faixa de pedestre, na Rua Marechal Floriano Peixotoesquina com Rua Austrália, no Bairro Maria Goretti. Esta Rua é de bastante movimento de carros e pessoas e é necessáriotal sinalização como forma de evitar acidentes.
887/2019; 24/10/2019; 04/11/2019; Vereador;»»ITAMAR ANTONIO AGNOLETTO;Aprovada;INDICANDO-LHE:Que; através; da secretaria competente, seja realizada pintura de faixa de pedestre, na Rua Marechal Floriano Peixotoesquina com Rua quatorze de agosto, no Bairro Maria Goretti. Neste trecho há muita circulação de pessoas, inclusivealunos devido a escola próxima. Neste sentido se faz necessário sinalização, como forma dos veículos diminuírem avelocidade.
888/2019; 24/10/2019; 04/11/2019; Vereador;»»ITAMAR ANTONIO AGNOLETTO;Aprovada;INDICANDO-LHE:Que; através; da secretaria competente, seja realizada pintura de faixa de pedestre, na Rua Marechal Floriano Peixotoesquina com Rua São Francisco, no Bairro Maria Goretti. Neste trecho o movimento de pessoas é intenso, devido aocomércio existente nesta via. Por isso se faz necessário tal solicitação.
889/2019; 24/10/2019; 04/11/2019; Vereador;»»ITAMAR ANTONIO AGNOLETTO;Aprovada;INDICANDO-LHE:Que; através; da secretaria competente, seja realizada pintura de faixa de pedestre, na Rua Marechal Floriano Peixotoesquina com Rua Israel, no Bairro Maria Goretti. Esta reivindicação se faz necessária devido a velocidade dos veículosque circulam nesta via.
890/2019; 24/10/2019; 04/11/2019; Vereador;»»ITAMAR ANTONIO AGNOLETTO;Aprovada;INDICANDO-LHE:Para; que; seja realizada a colocação de placa e pintura no asfalto com a indicação “PARE”, na esquina das Ruas MarechalFloriano Peixoto esquina com Rua Quatorze de Agosto. Esta é uma solicitação dos moradores deste local devido ao grandefluxo de alunos, por causa de colégios próximos e dos veículos que não respeitam o limite de velocidade para estas vias.
891/2019; 24/10/2019; 04/11/2019; Vereador;»»ITAMAR ANTONIO AGNOLETTO;Aprovada;INDICANDO-LHE:Para; que; seja realizada a colocação de placa e pintura no asfalto com a indicação “PARE”, na esquina das Ruas MarechalFloriano Peixoto, esquina com Rua Austrália. Esta é uma solicitação dos moradores deste local devido ao grande fluxo dealunos, por causa de colégios próximos e dos veículos que não respeitam o limite de velocidade para estas vias.
892/2019; 24/10/2019; 04/11/2019; Vereador;»»ITAMAR ANTONIO AGNOLETTO;Aprovada;14/01/2020; as; 15:21:33 Página 530/547Câmara Municipal de ChapecóProposição por Período (entre 01/01/2017 e 31/12/2019)Tipo: IndicaçãoNúmero Reunião Deliberação Origem SituaçãoINDICANDO-LHE:Para que seja realizada a colocação de placa e pintura no asfalto com a indicação “PARE”, na esquina das Ruas MarechalFloriano Peixoto esquina com Rua Oswaldo Aranha. Esta é uma solicitação dos moradores deste local devido ao grandefluxo de alunos, por causa de colégios próximos e dos veículos que não respeitam o limite de velocidade para estas vias.
893/2019; 25/10/2019; 25/11/2019; Vereador;»»ADÃO VALCIR TEODORO;Aprovada;INDICANDO-LHE:Que; avalie; a possibilidade de fazer melhorias na Rua Manaus, Bairro Santo Antônio, tal providência se faz necessáriaporque este espaço de via ainda é estrada de chão, o que causa muitos transtornos para os moradores daquela localidade,como poeira, lama e desconforto.
894/2019; 25/10/2019; 25/11/2019; Vereador;»»ADÃO VALCIR TEODORO;Aprovada;INDICANDO-LHE:Que; avalie; a possibilidade de fazer melhorias na Rua Rio Grande do Norte, Bairro Santo Antônio, tal providência se faznecessária porque este espaço de via ainda é estrada de chão, o que causa muitos transtornos para os moradores daquelalocalidade, como poeira, lama e desconforto.
895/2019; 29/10/2019; 04/11/2019; Vereador;»»NEURI LUIZ MANTELLI;Aprovada;INDICANDO-LHE:Que; a; Administração Municipal, através da Secretaria responsável, faça manutenção com a recuperação do asfalto na RuaPadre Francisco Relou, nas proximidades da esquina com a Rua Frei Silvério Weber, Bairro Engenho Braun. Nesta rua oasfalto se deteriorou nas proximidades com a esquina da Frei Silvério, estando danificado da margem atéaproximadamente a faixa central, prejudicando o tráfego, sendo necessário manutenção com recapeamento.Assim sendo, remeto a presente indicação para apreciação, aprovação e posterior encaminhamento ao executivo paraprovidências.
897/2019; 01/11/2019; 06/11/2019; Vereador;»»CLAIMAR CESAR DE CONTO;Aprovada;; e; a Senhora MARISTELA BISOGNIN SANTI ROCHA – Secretária de Saúde de Chapecó.INDICANDO-LHEConsiderando o serviço do Pronto Atendimento Efapi (PA EFAPI) ter sua modalidade de atendimento 24h para oatendimento de urgência e emergência. Considerando que este serviço atende pacientes de todas faixas etáriasdestacando-se o atendimento pediátrico. Considerando que o PA Efapi esta somente com serviço de RX disponível das 07hás 24h. Considerando as urgências e emergências pediátricas no PA Efapi e que neste contexto a criança chapecoense quenaquele local procuram socorro ficam desassistidas de serviço de exame de RX após ás 24h.Em vista destas considerações e dada a importância do assunto para toda sociedade, solicito serviço de exame de imagemde RX com atendimento 24h no Pronto Atendimento Efapi.
898/2019; 04/11/2019; 06/11/2019; Vereador;»»VALDEMIR ANTONIO STOBE;Aprovada;INDICANDO-LHE:Para; que; seja feita a troca de lâmpadas na Rua São Gerônimo esquina com a Rua Amazonas, no Bairro Universitário.
899/2019; 04/11/2019; 06/11/2019; Vereador;»»JATIR JOSE BALBINOT;Aprovada;14/01/2020; as; 15:21:33 Página 531/547Câmara Municipal de ChapecóProposição por Período (entre 01/01/2017 e 31/12/2019)Tipo: IndicaçãoNúmero Reunião Deliberação Origem SituaçãoINDICANDO-LHE:Que a Administração Municipal encaminhe ao setor competente e que seja realizado um estudo para a implantação de umarótula na Rua Antônio Morandini esquina com a Rua Barão do Rio Branco, Bairro Jardim Itália, a qual é local de grandemovimentação de veículos que ali trafegam e que dá acesso às ruas do Bairro Jardim Itália e Centro. A rótula supracitada éde extrema importância para o local, tendo em vista que o cruzamento peca pela visibilidade, fato este, agregado à altavelocidade dos veículos que trafegam pelo local, tem colaborado para a ocorrência de acidentes.Solicito o apoio dos Nobres vereadores para aprovação da presente indicação.
900/2019; 04/11/2019; 06/11/2019; Vereador;»»CLEITON MARCIO FOSSÁ;Aprovada;INDICANDO-LHE:Que; sejam; buscadas soluções pela administração pública acerca do acúmulo de lixo no riacho que atravessa a Rua Pará,1778 D. Tal demanda veio de diversos moradores, que constataram que outras pessoas realizam o descarte irregular dediversos utensílios nesse local.Sendo assim, conto com o apoio dos Nobres Vereadores para a aprovação da presente Indicação.
901/2019; 04/11/2019; 06/11/2019; Vereador;»»CLEITON MARCIO FOSSÁ;Aprovada;INDICANDO-LHE:Que; seja; realizada a manutenção dos Postes de Iluminação Pública localizados na Rua Augustinho Brighenti, no BairroJardim do Lago, nas proximidades da residência de número 94. Conforme foi relatado ao meu gabinete, há 7 postes nessarua que não estão funcionando, o que, de acordo com moradores, iniciou após as fortes chuvas no mês passado. Talsituação gera bastante insegurança e outros problemas aos moradores.Sendo assim, conto com o apoio dos Nobres Vereadores para a aprovação da presente Indicação.
902/2019; 04/11/2019; 06/11/2019; Vereador;»»JOÃO LUIS SIQUEIRA;Aprovada;INDICANDO-LHE:Que; seja; feito com urgência um estudo de viabilidade para implantação de uma rótula na Rua Mato Grosso esquina comSete de Setembro com a Rua Adolfo Konder, Bairro São Cristóvão. Tal localidade é um ponto onde ocorre acidentes, combastante frequência e por isso é necessário a instalação da mesma.
903/2019; 05/11/2019; 06/11/2019; Vereador;»»CAROLINA ROSA LISTONE;Aprovada;INDICANDO-LHE:Que; através; da secretaria competente, seja realizada pintura de faixa de pedestre, na Rua Borges de Medeiros em frente aoAuto Posto Passo dos Fortes n°2040 e o novo mercado Moura, no Bairro Passo dos Fortes. Este é um pedido dosmoradores e lideranças da comunidade que estão preocupados, pois os carros passam em alta velocidade colocando emrisco a vida de todos que atravessam aquela via.
904/2019; 05/11/2019; 06/11/2019; Vereador;»»CAROLINA ROSA LISTONE;Aprovada;INDICANDO-LHE:Que; através; da secretaria competente, seja realizada pintura de faixa de pedestre na Rua Borges de Medeiros em frente aoOlímpia Friggeri n°1995, no Bairro Passo dos Fortes. Este é um pedido dos moradores e lideranças da comunidade queestão preocupados pois os carros passam em alta velocidade colocando em risco a vida de todos que atravessam aquelavia.
905/2019; 06/11/2019; 07/11/2019; Vereador;»»NEURI LUIZ MANTELLI;Aprovada;INDICANDO-LHE:Que; a; Administração Municipal, através da Secretaria responsável, verifique a possibilidade de pintar faixas de segurançapara pedestres nos cruzamentos ao longo da Rua Corruíra, Bairro Efapi, mais especificamente na altura no número 340 D,para dar mais segurança aos pedestres que circulam por aquele local. Segundo moradores, em determinados horários dodia há movimento considerável de veículos e circulação de pessoas, principalmente crianças que se dirigem para a escola,e faixas de pedestre seriam um fator de segurança, tanto para a travessia da rua, como também contribuindo para reduçãoda velocidade dos veículos já que as lombadas não estão mais sendo construídas. Assim sendo, atendendopedidos de moradores daquela rua, remeto a presente Indicação para apreciação e, sendo aprovada, remetida ao Executivopara avaliar providências.
14/01/2020 as 15:21:33 Página 532/547Câmara Municipal de ChapecóProposição por Período (entre 01/01/2017 e 31/12/2019)Tipo: IndicaçãoNúmero Reunião Deliberação Origem Situação906/2019; 06/11/2019; 07/11/2019; Vereador;»»VALDEMIR ANTONIO STOBE;Aprovada;INDICANDO-LHE:Que; a; Secretaria de Infra Estrutura Urbana tome providências sobre o córrego que passa na quadra de número 257, na RuaQuintino Bocaiúva, esquina com Rua Adolfo Konder, no Bairro Jardim Itália, conforme croqui anexo.Os moradores estão preocupados com a atual situação e um possível transbordamento no córrego, o que poderá acarretarem um alagamento, atingindo várias residências e comércios da região, por isso, solicitam a limpeza, bem como oafundamento do leito do rio que passa sobre a quadra acima citada.Também, solicitam sua canalização, pois a margem está servindo como ponto de concentração para usuários de drogas emoradores em situação de rua, causando um problema de saúde pública e de segurança pública para o município.A canalização vai oferecer maior segurança aos imóveis localizados em suas imediações, evitando assim alagamentos emaiores danos aos proprietários dos imóveis, bem como a população que diariamente se utiliza daquele trecho. Ainda,através da canalização haverá uma valorização e desenvolvimento daquela região proporcionando novas edificações, bemcomo a instalação de novas empresas devido a segurança proporcionada pelas obras sugeridas.
907/2019; 06/11/2019; 25/11/2019; Vereador;»»ADÃO VALCIR TEODORO;Aprovada;INDICANDO-LHE:Que; seja; realizado um estudo para implantação de uma faixa de pedestre e placas de (PARE) nas travessas das Ruas DomJosé Gomes, esquina com a Rua Quilombo, Bairro Efapi, Loteamento Jardim do Lago. Neste local há uma grandecirculação de pedestres por ficar próximo ao CEIM e à Escola, e com a falta de sinalização há uma grande insegurançapara os transeuntes e crianças que passam diariamente neste local.
908/2019; 06/11/2019; 29/11/2019; Vereador;»»ADÃO VALCIR TEODORO;Aprovada;INDICANDO-LHE:Que; seja; realizado um estudo da localização da faixa de pedestre que foi implantada na entrada do Loteamento Jardim doLago, a mesma fica muito próximo a SC-283. Com a faixa muito próxima da SC fica perigoso para os motoristas epedestres que precisam atravessar a via.
909/2019; 06/11/2019; 29/11/2019; Vereador;»»ADÃO VALCIR TEODORO;Aprovada;INDICANDO-LHE:Que; avalie; a possibilidade de fazer melhorias na Rua Sílvia W. Weber, Loteamento Vale das Hortênsias, Bairro Efapi, talprovidência se faz necessária porque este espaço de via ainda é estrada de chão, o que causa muitos transtornos para osmoradores daquela localidade, como poeira, lama e desconforto.
910/2019; 06/11/2019; 29/11/2019; Vereador;»»ADÃO VALCIR TEODORO;Aprovada;INDICANDO-LHE:Que; seja; realizada a limpeza e a manutenção da praça comunitária do Loteamento Mirante do Sul no Bairro Efapi. Comtais ações, neste local, as famílias poderão usufruir melhor deste espaço de lazer com seus filhos.
911/2019; 07/11/2019; 08/11/2019; Vereador;»»VALMOR JÚNIOR SCOLARI;Aprovada;INDICANDO-LHE:Para; que; seja realizado o estudo visando transformar a Travessa Thomas Edson e a Travessa Júlio César doBairro Centro, em vias de mão única. O presente pedido dá-se em função do alto tráfego de pessoas naquele local e ogrande número de veículos estacionados durante todo o dia.
912/2019; 07/11/2019; 25/11/2019; Vereador;»»CLEITON MARCIO FOSSÁ;Aprovada;INDICANDO-LHE:Que; sejam; buscadas soluções pela administração pública acerca do acúmulo de lixo no riacho que atravessa a Rua Pará,1778 D. Tal demanda veio de diversos moradores que constataram que outras pessoas realizam o descarte irregular dediversos utensílios nesse local.Sendo assim, conto com o apoio dos Nobres Vereadores para a aprovação da presente Indicação.
14/01/2020 as 15:21:33 Página 533/547Câmara Municipal de ChapecóProposição por Período (entre 01/01/2017 e 31/12/2019)Tipo: IndicaçãoNúmero Reunião Deliberação Origem Situação913/2019; 07/11/2019; 25/11/2019; Vereador;»»CLEITON MARCIO FOSSÁ;Aprovada;INDICANDO-LHE:Que; sejam; realizados estudos de viabilidade para implantação de lombada na Rua D. Pedro I, nas proximidades da esquinacom a Rua Princesa Isabel, no Bairro São Cristóvão, bem como que seja melhorada a sinalização desta via. Sendo assim,conto com o apoio dos Nobres Vereadores para a aprovação da presente Indicação.
914/2019; 07/11/2019; 25/11/2019; Vereador;»»CLEITON MARCIO FOSSÁ;Aprovada;INDICANDO-LHE:Que; seja; estudada a viabilidade de retirar as faixas amarelas encontradas nas calçadas da Rua Faxinal dos Guedes, noBairro Eldorado, com exceção das que foram colocados nos pontos de parada de ônibus. Tal demanda veio ao meugabinete por comerciantes locais, que informaram sobre os prejuízos que a situação informada causa ao comércio local,além de que a pintura destas faixas seriam desnecessárias em toda a rua, bastando tê-las em locais específicos.Sendo assim, conto com o apoio dos Nobres Vereadores para a aprovação da presente Indicação.
915/2019; 08/11/2019; 04/12/2019; Vereador;»»ADÃO VALCIR TEODORO;Aprovada;INDICANDO-LHE:Que; seja; realizada a limpeza e a manutenção na Área Verde do Loteamento Universidade, Bairro Efapi. Com tais medidasneste local, a comunidade poderá usufruir melhor deste espaço de lazer com seus familiares.
916/2019; 13/11/2019; 25/11/2019; Vereador;»»JOÃO LUIS SIQUEIRA;Aprovada;INDICANDO; –; LHE:Que se encaminhe ao setor competente, e seja realizada a manutenção em braços e lâmpadas de 05 postes, na Rua LíberaTranquila Bonafé, Bairro Vila Rica. A manutenção é necessária pois os mesmos encontra-se danificados, causandoinsegurança aos moradores.
918/2019; 13/11/2019; 25/11/2019; Vereador;»»CLEITON MARCIO FOSSÁ;Aprovada;INDICANDO-LHE:Que; seja; realizada a manutenção dos postes de iluminação pública localizado na Rua Libera Tranquila Bonafe, no BairroVila Rica. Conforme relatado por moradores locais, os postes sofreram diversas avarias devido às chuvas recentes, enecessitam de reparos.Sendo assim, conto com o apoio dos Nobres Vereadores para a aprovação da presente Indicação.
919/2019; 13/11/2019; 25/11/2019; Vereador;»»CLEITON MARCIO FOSSÁ;Aprovada;INDICANDO-LHE:Que; seja; feita a limpeza do terreno baldio localizado na Rua Palmitos, ao lado da residência de nº 745 E, no LoteamentoAlice, ou que sejam cobrados os responsáveis.Sendo assim, conto com o apoio dos Nobres Vereadores para a aprovação da presente Indicação.
920/2019; 13/11/2019; 26/11/2019; Vereador;»»CLEITON MARCIO FOSSÁ;Aprovada;INDICANDO-LHE:Que; seja; realizada a manutenção da Rua Nidgar Wink, no trecho que fica próximo a Rua Moacir Moro, no Bairro Efapi,pois encontra-se com diversos problemas em sua conservação, conforme relatado por moradores locais.Sendo assim, conto com o apoio dos Nobres Vereadores para a aprovação da presente Indicação.
921/2019; 13/11/2019; 26/11/2019; Vereador;»»CLEITON MARCIO FOSSÁ;Aprovada;14/01/2020; as; 15:21:33 Página 534/547Câmara Municipal de ChapecóProposição por Período (entre 01/01/2017 e 31/12/2019)Tipo: IndicaçãoNúmero Reunião Deliberação Origem SituaçãoINDICANDO-LHE:Que seja realizada a manutenção dos postes de iluminação pública localizados na Rua Raul Ires Pigato Bartolomei,próximos a residência de nº 250, no Bairro Passo dos Fortes.Sendo assim, conto com o apoio dos Nobres Vereadores para a aprovação da presente Indicação.
922/2019; 13/11/2019; 26/11/2019; Vereador;»»CLEITON MARCIO FOSSÁ;Aprovada;INDICANDO-LHE:Que; seja; realizada a manutenção no poste de iluminação pública localizado na Rua Piauí em frente a residência de nº375D, no Bairro Santo Antônio.Sendo assim, conto com o apoio dos Nobres Vereadores para a aprovação da presente Indicação.
923/2019; 13/11/2019; 29/11/2019; Vereador;»»CLEITON MARCIO FOSSÁ;Aprovada;INDICANDO-LHE:Que; seja; estudada a viabilidade de colocação de contêineres de lixo no decorrer da Avenida Beira Rio, no DistritoGoio-Ên. A solicitação veio dos moradores locais, que informaram que os contêineres disponíveis não são suficientes paratoda a demanda da comunidade, gerando acúmulo de lixo nos arredores.Sendo assim, conto com o apoio dos Nobres Vereadores para a aprovação da presente Indicação.
924/2019; 13/11/2019; 29/11/2019; Vereador;»»CLEITON MARCIO FOSSÁ;Aprovada;INDICANDO-LHE:Que; seja; realizado estudo de viabilidade para a implementação de uma lombada ou demais redutores de velocidade na RuaDr. Rubens de Carvalho Rauen, tendo em vista a alta velocidade média dos veículos que trafegam no local, ocasionandoinsegurança aos motoristas e pedestres.Sendo assim, conto com o apoio dos Nobres Vereadores para a aprovação da presente Indicação.
926/2019; 13/11/2019; 25/11/2019; Vereador;»»VALDEMIR ANTONIO STOBE;Aprovada;INDICANDO-LHE:Para; que; seja construído um novo abrigo de ônibus em frente a CONSTRUFÁCIL, na Rua John Kennedy, Bairro Passodos Fortes. O atual abrigo foi reformado há poucos dias, mas continua molhando os usuários que encontram-se a espera doônibus.
927/2019; 13/11/2019; 25/11/2019; Vereador;»»VALDEMIR ANTONIO STOBE;Aprovada;INDICANDO-LHE:Para; que; seja desobstruído o boeiro em frente a CONSTRUFÁCIL, na Rua John Kennedy, Bairro Passo dos Fortes. Omesmo encontra-se cheio de terra.
928/2019; 18/11/2019; 25/11/2019; Vereador;»»MARCILEI ANDREA P. VIGNATTI;Aprovada;INDICANDO-LHE:Que; seja; realizada a pavimentação asfáltica da Rua Berlim, entre as Ruas Cuba e Bolívia, no Bairro Líder. Os moradorestêm dificuldade de locomoção na rua devido as condições do calçamento que a mesma possuí, no qual, segundo relato dosmoradores, está em péssimas condições, com muitos buracos.
929/2019; 19/11/2019; 26/11/2019; Vereador;»»NEURI LUIZ MANTELLI;Aprovada;INDICANDO-LHE:Que; a; Administração Municipal, através da Secretaria responsável, realize manutenção na academia ao ar livre que fica aolado da Unidade de Saúde do Bairro Efapi, na Rua Cunha Porã, consertando ou substituindo equipamentos que estejamquebrados, substituindo rolamentos, refazendo a pintura, substituindo os bebedouros, e fazendo uma limpeza geral comcorte de mato no local, para dar melhores condições de uso aos moradores das redondezas que utilizam a academia parasuas atividades. A referida academia ao ar livre sofre com o desgaste natural do tempo, precisando de manutenção, ao queremeto ao Executivo com a presente Indicação e desde já solicito a aprovação de todos.
930/2019; 19/11/2019; 25/11/2019; Vereador;»»MARCILEI ANDREA P. VIGNATTI;Aprovada;14/01/2020; as; 15:21:33 Página 535/547Câmara Municipal de ChapecóProposição por Período (entre 01/01/2017 e 31/12/2019)Tipo: IndicaçãoNúmero Reunião Deliberação Origem SituaçãoINDICANDO-LHE:Que seja realizada a pavimentação asfáltica da Rua Berlim, entre as Ruas Cuba e Bolívia, no Bairro Líder. Os moradorestêm dificuldade de locomoção na rua devido as condições do calçamento que a mesma possuí, no qual, segundo relato dosmoradores, está em péssimas condições, com muitos buracos.
931/2019; 19/11/2019; 25/11/2019; Vereador;»»MARCILEI ANDREA P. VIGNATTI;Aprovada;INDICANDO-LHE:Que; seja; feita, conforme solicitação dos moradores, a reforma do muro da EBM Maria Bordignon Destri, localizada noBairro Eldorado, assim como, seja realizada também a limpeza no terreno da escola, uma vez em que se faz necessária apreservação dos espaços públicos no município de Chapecó, assim como a manutenção dos mesmos.
932/2019; 19/11/2019; 25/11/2019; Vereador;»»MARCILEI ANDREA P. VIGNATTI;Aprovada;INDICANDO-LHE:Que; em; função da identificação constante da falta de iluminação pública, seja realizada a revitalização da rede pública deenergia elétrica do Bairro Eldorado, os moradores reclamam sobre a falta de iluminação pública no bairro em geral. Diantedo exposto, com o máximo respeito, depois de ouvidos os Nobres Vereadores em Plenário, seja votada favorável apresente indicação.
933/2019; 20/11/2019; 26/11/2019; Vereador;»»VALDEMIR ANTONIO STOBE;Aprovada;INDICANDO-LHE:Que; a; Secretaria de Infra Estrutura Urbana tome providências sobre a troca da lâmpada na Rua Guaporé, em frente aonúmero 645-E, Bairro Jardim Itália. A referida rua encontra-se as escuras.
934/2019; 20/11/2019; 26/11/2019; Vereador;»»JOÃO LUIS SIQUEIRA;Aprovada;INDICANDO-LHE:Solicito; que; seja feito um estudo de viabilidade para implantação de uma lombada física na Rua Dom Joaquim Dominguesde Oliveira, n°569D-Bairro Passo dos Fortes. A falta da mesma está causando incômodo e insegurança a todos que por aliresidem e circulam, pois, motoristas passam em alta velocidade não respeitando os limites de velocidade e assim causandoacidentes.O objetivo é prover atenção e responsabilidade para a segurança de pedestres, motoristas e moradores.
935/2019; 21/11/2019; 26/11/2019; Vereador;»»ADERBAL ANTONIO P. DA SILVA;Aprovada;INDICANDO-LHE:Para; que; a Administração Municipal, através da secretaria responsável, verifique a possibilidade de instalar iluminaçãopública em frente a Comunidade da Serrinha, interior de Chapecó, 3 braços no transformador de nº 19739 e 2 braços notransformador de nº 5652. Esta é uma solicitação dos moradores do local, visando maior segurança.Peço apoio aos Nobres Pares, para que aprovem essa proposição.
